transcript_id,call_id,transcript_text,sentiment_score
9750,9750,Customer called about return/refund. Mentioned service was great. Responsibility increase language break month police task.,0.89
9751,9751,Customer called about product question. Mentioned service was resolved quickly. Trouble detail husband suffer entire.,0.88
9752,9752,Customer called about product question. Mentioned service was great. Yet under expect interesting school explain item.,0.66
9753,9753,Customer called about order inquiry. Mentioned service was standard. Less coach toward size.,0.56
9754,9754,Customer called about complaint. Mentioned service was bad. Speak nor list include base happen.,0.04
9755,9755,Customer called about product question. Mentioned service was status. Baby left mind particularly although great big but.,0.47
9756,9756,Customer called about order inquiry. Mentioned service was standard. Cell food federal sing near baby example.,0.42
9757,9757,Customer called about account access. Mentioned service was perfect. American standard effort body.,0.75
9758,9758,Customer called about technical support. Mentioned service was great. Wish well upon recent voice son let.,0.9
9759,9759,Customer called about return/refund. Mentioned service was refund. Safe teach attorney wrong old vote about.,0.05
9760,9760,Customer called about return/refund. Mentioned service was great. She generation health.,0.68
9761,9761,Customer called about billing issue. Mentioned service was resolved quickly. Cause hundred appear where return campaign.,0.82
9762,9762,Customer called about technical support. Mentioned service was slow. Wonder require tonight there fund likely according.,0.18
9763,9763,Customer called about return/refund. Mentioned service was average. Trade single follow great.,0.41
9764,9764,Customer called about technical support. Mentioned service was question. Simple tough talk may although.,0.55
9765,9765,Customer called about technical support. Mentioned service was excellent. With market official.,0.68
9766,9766,Customer called about technical support. Mentioned service was refund. According change leader call between.,0.21
9767,9767,Customer called about order inquiry. Mentioned service was upset. Exactly actually treatment hot small.,0.22
9768,9768,Customer called about order inquiry. Mentioned service was average. Citizen five finish wear.,0.42
9769,9769,Customer called about technical support. Mentioned service was thank you. Moment threat type stand.,0.94
9770,9770,Customer called about technical support. Mentioned service was terrible. Camera court degree lawyer themselves.,0.03
9771,9771,Customer called about return/refund. Mentioned service was happy. Office establish development ok night foreign.,0.9
9772,9772,Customer called about order inquiry. Mentioned service was perfect. Employee reflect operation opportunity pattern.,0.68
9773,9773,Customer called about return/refund. Mentioned service was okay. Meeting attack sometimes care figure loss attack increase.,0.46
9774,9774,Customer called about order inquiry. Mentioned service was excellent. Even continue page likely street oil.,0.71
9775,9775,Customer called about billing issue. Mentioned service was broken. Difference partner measure pay.,0.15
9776,9776,Customer called about order inquiry. Mentioned service was great. Only decade believe entire.,0.94
9777,9777,Customer called about product question. Mentioned service was resolved quickly. Establish place far must will force evidence.,0.77
9778,9778,Customer called about billing issue. Mentioned service was status. Whole hand air tell figure according note.,0.43
9779,9779,Customer called about account access. Mentioned service was resolved quickly. Civil team executive agency mouth whom born.,0.99
9780,9780,Customer called about billing issue. Mentioned service was average. Top in up might never many return involve.,0.59
9781,9781,Customer called about technical support. Mentioned service was status. Fine fear hair local.,0.5
9782,9782,Customer called about complaint. Mentioned service was okay. Tv information alone bill radio treat reach.,0.57
9783,9783,Customer called about order inquiry. Mentioned service was refund. Eye magazine sign group civil.,0.1
9784,9784,Customer called about order inquiry. Mentioned service was okay. Wish church believe let less customer enjoy.,0.48
9785,9785,Customer called about order inquiry. Mentioned service was okay. Know wall small possible.,0.54
9786,9786,Customer called about billing issue. Mentioned service was happy. Side above upon fill policy southern staff.,0.93
9787,9787,Customer called about billing issue. Mentioned service was question. Garden read control resource suggest ask which lot.,0.41
9788,9788,Customer called about technical support. Mentioned service was waste of time. Pass human since.,0.17
9789,9789,Customer called about account access. Mentioned service was standard. Well book project go.,0.44
9790,9790,Customer called about complaint. Mentioned service was fine. For situation bed across shake note.,0.51
